lsoa21cd,lsoa21nm,wd22cd,wd22nm,lad22cd,lad22nm
E01005610,Salford 034C,E05013030,Pendleton & Charlestown,E08000006,Salford
E01005894,Stockport 001E,E05000797,Reddish North,E08000007,Stockport
E01005663,Salford 001C,E05013027,Little Hulton,E08000006,Salford
E01005769,Stockport 022A,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005822,Stockport 016D,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005553,Rochdale 022E,E05014048,South Middleton,E08000005,Rochdale
E01005770,Stockport 025B,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005823,Stockport 018F,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005664,Salford 001D,E05013027,Little Hulton,E08000006,Salford
E01005895,Stockport 003C,E05000798,Reddish South,E08000007,Stockport
E01005611,Salford 032C,E05013021,Broughton,E08000006,Salford
E01005721,Salford 023D,E05013036,Weaste & Seedley,E08000006,Salford
E01005665,Salford 001E,E05013027,Little Hulton,E08000006,Salford
E01005722,Salford 021E,E05013036,Weaste & Seedley,E08000006,Salford
E01005612,Salford 031B,E05013021,Broughton,E08000006,Salford
E01005896,Stockport 002D,E05000797,Reddish North,E08000007,Stockport
E01005667,Salford 035C,E05013028,Ordsall,E08000006,Salford
E01005824,Stockport 024A,E05000796,Offerton,E08000007,Stockport
E01005723,Salford 021F,E05013036,Weaste & Seedley,E08000006,Salford
E01005554,Rochdale 022F,E05014052,West Middleton,E08000005,Rochdale
E01005613,Salford 031A,E05013021,Broughton,E08000006,Salford
E01005897,Stockport 010A,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005771,Stockport 025C,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005670,Salford 005A,E05013029,Pendlebury & Clifton,E08000006,Salford
E01005825,Stockport 019A,E05000793,Manor,E08000007,Stockport
E01005724,Salford 021G,E05013023,Claremont,E08000006,Salford
E01005555,Rochdale 014A,E05014043,Milnrow & Newhey,E08000005,Rochdale
E01005556,Rochdale 013A,E05014043,Milnrow & Newhey,E08000005,Rochdale
E01005557,Rochdale 014B,E05014043,Milnrow & Newhey,E08000005,Rochdale
E01005558,Rochdale 014C,E05014043,Milnrow & Newhey,E08000005,Rochdale
E01005559,Rochdale 013B,E05014047,Smallbridge & Firgrove,E08000005,Rochdale
E01005560,Rochdale 013C,E05014043,Milnrow & Newhey,E08000005,Rochdale
E01005561,Rochdale 014D,E05014043,Milnrow & Newhey,E08000005,Rochdale
E01005562,Rochdale 014E,E05014043,Milnrow & Newhey,E08000005,Rochdale
E01005563,Rochdale 012B,E05014040,Kingsway,E08000005,Rochdale
E01005564,Rochdale 015E,E05014042,Milkstone & Deeplish,E08000005,Rochdale
E01005565,Rochdale 012C,E05014040,Kingsway,E08000005,Rochdale
E01005566,Rochdale 012D,E05014040,Kingsway,E08000005,Rochdale
E01005567,Rochdale 013D,E05014047,Smallbridge & Firgrove,E08000005,Rochdale
E01005568,Rochdale 012E,E05014040,Kingsway,E08000005,Rochdale
E01005569,Rochdale 012F,E05014040,Kingsway,E08000005,Rochdale
E01005570,Rochdale 007A,E05014044,Norden,E08000005,Rochdale
E01005571,Rochdale 006D,E05014044,Norden,E08000005,Rochdale
E01005572,Rochdale 007B,E05014044,Norden,E08000005,Rochdale
E01005573,Rochdale 007C,E05014044,Norden,E08000005,Rochdale
E01005574,Rochdale 007D,E05014034,Bamford,E08000005,Rochdale
E01005575,Rochdale 011B,E05014034,Bamford,E08000005,Rochdale
E01005576,Rochdale 011C,E05014034,Bamford,E08000005,Rochdale
E01005577,Rochdale 011D,E05014034,Bamford,E08000005,Rochdale
E01005578,Rochdale 004A,E05014047,Smallbridge & Firgrove,E08000005,Rochdale
E01005579,Rochdale 004B,E05014047,Smallbridge & Firgrove,E08000005,Rochdale
E01005580,Rochdale 008A,E05014036,Central Rochdale,E08000005,Rochdale
E01005581,Rochdale 008B,E05014036,Central Rochdale,E08000005,Rochdale
E01005583,Rochdale 008D,E05014036,Central Rochdale,E08000005,Rochdale
E01005585,Rochdale 008F,E05014036,Central Rochdale,E08000005,Rochdale
E01005586,Rochdale 004C,E05014047,Smallbridge & Firgrove,E08000005,Rochdale
E01005587,Rochdale 007E,E05014044,Norden,E08000005,Rochdale
E01005588,Rochdale 007F,E05014049,Spotland & Falinge,E08000005,Rochdale
E01005589,Rochdale 009B,E05014049,Spotland & Falinge,E08000005,Rochdale
E01005590,Rochdale 009C,E05014049,Spotland & Falinge,E08000005,Rochdale
E01005591,Rochdale 009D,E05014049,Spotland & Falinge,E08000005,Rochdale
E01005592,Rochdale 009E,E05014049,Spotland & Falinge,E08000005,Rochdale
E01005593,Rochdale 004D,E05014050,"Wardle, Shore & West Littleborough",E08000005,Rochdale
E01005594,Rochdale 002B,E05014050,"Wardle, Shore & West Littleborough",E08000005,Rochdale
E01005595,Rochdale 004E,E05014047,Smallbridge & Firgrove,E08000005,Rochdale
E01005596,Rochdale 003D,E05014050,"Wardle, Shore & West Littleborough",E08000005,Rochdale
E01005597,Rochdale 002C,E05014050,"Wardle, Shore & West Littleborough",E08000005,Rochdale
E01005598,Rochdale 002D,E05014050,"Wardle, Shore & West Littleborough",E08000005,Rochdale
E01005599,Salford 026A,E05013018,Barton & Winton,E08000006,Salford
E01005600,Salford 026B,E05013018,Barton & Winton,E08000006,Salford
E01005601,Salford 026C,E05013018,Barton & Winton,E08000006,Salford
E01005725,Salford 019A,E05013037,Worsley & Westwood Park,E08000006,Salford
E01005726,Salford 019B,E05013037,Worsley & Westwood Park,E08000006,Salford
E01005727,Salford 019C,E05013018,Barton & Winton,E08000006,Salford
E01005728,Salford 019D,E05013018,Barton & Winton,E08000006,Salford
E01005826,Stockport 024B,E05000796,Offerton,E08000007,Stockport
E01005729,Salford 025A,E05013018,Barton & Winton,E08000006,Salford
E01005827,Stockport 024C,E05000796,Offerton,E08000007,Stockport
E01005730,Salford 025B,E05013018,Barton & Winton,E08000006,Salford
E01005671,Salford 012A,E05013033,Swinton Park,E08000006,Salford
E01005828,Stockport 024D,E05000796,Offerton,E08000007,Stockport
E01005672,Salford 005B,E05013032,Swinton & Wardley,E08000006,Salford
E01005772,Stockport 028B,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005673,Salford 008A,E05013029,Pendlebury & Clifton,E08000006,Salford
E01005773,Stockport 028C,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005829,Stockport 024E,E05000796,Offerton,E08000007,Stockport
E01005731,Salford 025C,E05013025,Higher Irlam & Peel Green,E08000006,Salford
E01005898,Stockport 010B,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005830,Stockport 027E,E05000799,Stepping Hill,E08000007,Stockport
E01005899,Stockport 012B,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005732,Salford 025D,E05013025,Higher Irlam & Peel Green,E08000006,Salford
E01005831,Stockport 027F,E05000799,Stepping Hill,E08000007,Stockport
E01005614,Salford 031C,E05013021,Broughton,E08000006,Salford
E01005674,Salford 012B,E05013033,Swinton Park,E08000006,Salford
E01005900,Stockport 010C,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005733,Salford 019E,E05013037,Worsley & Westwood Park,E08000006,Salford
E01005774,Stockport 028D,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005832,Stockport 021A,E05000796,Offerton,E08000007,Stockport
E01005615,Salford 032D,E05013021,Broughton,E08000006,Salford
E01005676,Salford 005C,E05013029,Pendlebury & Clifton,E08000006,Salford
E01005901,Stockport 012C,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005902,Stockport 012D,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005903,Stockport 010D,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005904,Stockport 010E,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005905,Stockport 012E,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005906,Stockport 038B,E05000795,Marple South and High Lane,E08000007,Stockport
E01005907,Stockport 038C,E05000795,Marple South and High Lane,E08000007,Stockport
E01005908,Stockport 017D,E05000794,Marple North,E08000007,Stockport
E01005909,Stockport 029A,E05000795,Marple South and High Lane,E08000007,Stockport
E01005910,Stockport 029B,E05000795,Marple South and High Lane,E08000007,Stockport
E01005911,Stockport 029C,E05000795,Marple South and High Lane,E08000007,Stockport
E01005912,Stockport 029D,E05000795,Marple South and High Lane,E08000007,Stockport
E01005913,Stockport 038D,E05000795,Marple South and High Lane,E08000007,Stockport
E01005914,Stockport 007A,E05000798,Reddish South,E08000007,Stockport
E01005915,Stockport 007B,E05000798,Reddish South,E08000007,Stockport
E01005916,Stockport 007C,E05000798,Reddish South,E08000007,Stockport
E01005677,Salford 005D,E05013029,Pendlebury & Clifton,E08000006,Salford
E01005678,Salford 008C,E05013029,Pendlebury & Clifton,E08000006,Salford
E01005679,Salford 008D,E05013029,Pendlebury & Clifton,E08000006,Salford
E01005680,Salford 017B,E05013030,Pendleton & Charlestown,E08000006,Salford
E01005681,Salford 024C,E05013030,Pendleton & Charlestown,E08000006,Salford
E01005682,Salford 024D,E05013030,Pendleton & Charlestown,E08000006,Salford
E01005683,Salford 017C,E05013030,Pendleton & Charlestown,E08000006,Salford
E01005686,Salford 006A,E05013032,Swinton & Wardley,E08000006,Salford
E01005687,Salford 009A,E05013032,Swinton & Wardley,E08000006,Salford
E01005688,Salford 006B,E05013032,Swinton & Wardley,E08000006,Salford
E01005689,Salford 009B,E05013032,Swinton & Wardley,E08000006,Salford
E01005690,Salford 009C,E05013032,Swinton & Wardley,E08000006,Salford
E01005691,Salford 006C,E05013032,Swinton & Wardley,E08000006,Salford
E01005692,Salford 006D,E05013032,Swinton & Wardley,E08000006,Salford
E01005693,Salford 009D,E05013032,Swinton & Wardley,E08000006,Salford
E01005694,Salford 012C,E05013033,Swinton Park,E08000006,Salford
E01005695,Salford 014A,E05013037,Worsley & Westwood Park,E08000006,Salford
E01005696,Salford 012D,E05013033,Swinton Park,E08000006,Salford
E01005697,Salford 014B,E05013037,Worsley & Westwood Park,E08000006,Salford
E01005734,Salford 013C,E05013020,Boothstown & Ellenbrook,E08000006,Salford
E01005698,Salford 012E,E05013033,Swinton Park,E08000006,Salford
E01005833,Stockport 021B,E05000796,Offerton,E08000007,Stockport
E01005735,Salford 013D,E05013020,Boothstown & Ellenbrook,E08000006,Salford
E01005775,Stockport 025D,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005616,Salford 030A,E05013022,Cadishead & Lower Irlam,E08000006,Salford
E01005699,Salford 015C,E05013033,Swinton Park,E08000006,Salford
E01005834,Stockport 031A,E05000789,Hazel Grove,E08000007,Stockport
E01005736,Salford 013E,E05013020,Boothstown & Ellenbrook,E08000006,Salford
E01005776,Stockport 028E,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005777,Stockport 034A,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005778,Stockport 022B,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005779,Stockport 022C,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005780,Stockport 022D,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005781,Stockport 022E,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005782,Stockport 030A,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005783,Stockport 030B,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005784,Stockport 030C,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005785,Stockport 030D,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005786,Stockport 030E,E05000785,Cheadle Hulme North,E08000007,Stockport
E01005787,Stockport 034B,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005788,Stockport 034C,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005789,Stockport 039A,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005790,Stockport 034D,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005791,Stockport 039B,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005792,Stockport 041A,E05000780,Bramhall South and Woodford,E08000007,Stockport
E01005793,Stockport 039C,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005794,Stockport 041B,E05000780,Bramhall South and Woodford,E08000007,Stockport
E01005795,Stockport 039D,E05000780,Bramhall South and Woodford,E08000007,Stockport
E01005796,Stockport 039E,E05000786,Cheadle Hulme South,E08000007,Stockport
E01005797,Stockport 023C,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005798,Stockport 027A,E05000799,Stepping Hill,E08000007,Stockport
E01005799,Stockport 026D,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005800,Stockport 023D,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005801,Stockport 027B,E05000799,Stepping Hill,E08000007,Stockport
E01005802,Stockport 027C,E05000799,Stepping Hill,E08000007,Stockport
E01005803,Stockport 027D,E05000799,Stepping Hill,E08000007,Stockport
E01005804,Stockport 023E,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005805,Stockport 035A,E05000789,Hazel Grove,E08000007,Stockport
E01005806,Stockport 033A,E05000799,Stepping Hill,E08000007,Stockport
E01005807,Stockport 035B,E05000789,Hazel Grove,E08000007,Stockport
E01005808,Stockport 037A,E05000779,Bramhall North,E08000007,Stockport
E01005809,Stockport 037B,E05000779,Bramhall North,E08000007,Stockport
E01005810,Stockport 037C,E05000779,Bramhall North,E08000007,Stockport
E01005811,Stockport 037D,E05000779,Bramhall North,E08000007,Stockport
E01005812,Stockport 037E,E05000779,Bramhall North,E08000007,Stockport
E01005813,Stockport 033B,E05000779,Bramhall North,E08000007,Stockport
E01005814,Stockport 033C,E05000799,Stepping Hill,E08000007,Stockport
E01005815,Stockport 033D,E05000799,Stepping Hill,E08000007,Stockport
E01005816,Stockport 016B,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005835,Stockport 021C,E05000796,Offerton,E08000007,Stockport
E01005836,Stockport 031B,E05000789,Hazel Grove,E08000007,Stockport
E01005837,Stockport 021D,E05000796,Offerton,E08000007,Stockport
E01005838,Stockport 031C,E05000789,Hazel Grove,E08000007,Stockport
E01005839,Stockport 035C,E05000789,Hazel Grove,E08000007,Stockport
E01005840,Stockport 031D,E05000789,Hazel Grove,E08000007,Stockport
E01005841,Stockport 035D,E05000789,Hazel Grove,E08000007,Stockport
E01005842,Stockport 038A,E05000789,Hazel Grove,E08000007,Stockport
E01005843,Stockport 021E,E05000796,Offerton,E08000007,Stockport
E01005844,Stockport 036A,E05000790,Heald Green,E08000007,Stockport
E01005845,Stockport 036B,E05000790,Heald Green,E08000007,Stockport
E01005846,Stockport 040A,E05000790,Heald Green,E08000007,Stockport
E01005847,Stockport 040B,E05000790,Heald Green,E08000007,Stockport
E01005848,Stockport 040C,E05000790,Heald Green,E08000007,Stockport
E01005849,Stockport 036C,E05000790,Heald Green,E08000007,Stockport
E01005850,Stockport 040D,E05000790,Heald Green,E08000007,Stockport
E01005851,Stockport 036D,E05000790,Heald Green,E08000007,Stockport
E01005852,Stockport 013A,E05000792,Heatons South,E08000007,Stockport
E01005853,Stockport 011A,E05000792,Heatons South,E08000007,Stockport
E01005854,Stockport 013B,E05000792,Heatons South,E08000007,Stockport
E01005855,Stockport 013C,E05000792,Heatons South,E08000007,Stockport
E01005856,Stockport 011B,E05000792,Heatons South,E08000007,Stockport
E01005857,Stockport 013D,E05000792,Heatons South,E08000007,Stockport
E01005858,Stockport 013E,E05000792,Heatons South,E08000007,Stockport
E01005859,Stockport 008A,E05000791,Heatons North,E08000007,Stockport
E01005860,Stockport 011C,E05000792,Heatons South,E08000007,Stockport
E01005861,Stockport 011D,E05000792,Heatons South,E08000007,Stockport
E01005862,Stockport 003A,E05000798,Reddish South,E08000007,Stockport
E01005863,Stockport 006A,E05000791,Heatons North,E08000007,Stockport
E01005864,Stockport 006B,E05000791,Heatons North,E08000007,Stockport
E01005865,Stockport 008B,E05000791,Heatons North,E08000007,Stockport
E01005866,Stockport 006C,E05000791,Heatons North,E08000007,Stockport
E01005737,Salford 013F,E05013020,Boothstown & Ellenbrook,E08000006,Salford
E01005700,Salford 012F,E05013033,Swinton Park,E08000006,Salford
E01005617,Salford 030B,E05013022,Cadishead & Lower Irlam,E08000006,Salford
E01005738,Salford 014C,E05013037,Worsley & Westwood Park,E08000006,Salford
E01005739,Salford 013G,E05013020,Boothstown & Ellenbrook,E08000006,Salford
E01005740,Salford 014D,E05013020,Boothstown & Ellenbrook,E08000006,Salford
E01005741,Salford 014E,E05013037,Worsley & Westwood Park,E08000006,Salford
E01005742,Salford 014F,E05013037,Worsley & Westwood Park,E08000006,Salford
E01005743,Stockport 009A,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005744,Stockport 009B,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005745,Stockport 005A,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005746,Stockport 005B,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005747,Stockport 005C,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005748,Stockport 005D,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005749,Stockport 009C,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005750,Stockport 009D,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005751,Stockport 009E,E05000781,Bredbury and Woodley,E08000007,Stockport
E01005752,Stockport 012A,E05000782,Bredbury Green and Romiley,E08000007,Stockport
E01005753,Stockport 004A,E05000783,Brinnington and Central,E08000007,Stockport
E01005754,Stockport 004B,E05000783,Brinnington and Central,E08000007,Stockport
E01005755,Stockport 004C,E05000783,Brinnington and Central,E08000007,Stockport
E01005756,Stockport 004D,E05000783,Brinnington and Central,E08000007,Stockport
E01005757,Stockport 014A,E05000783,Brinnington and Central,E08000007,Stockport
E01005759,Stockport 023A,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005760,Stockport 023B,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005761,Stockport 026A,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005762,Stockport 026B,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005763,Stockport 026C,E05000787,Davenport and Cale Green,E08000007,Stockport
E01005764,Stockport 016A,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005765,Stockport 018A,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005766,Stockport 014C,E05000783,Brinnington and Central,E08000007,Stockport
E01005701,Salford 015D,E05013033,Swinton Park,E08000006,Salford
E01005702,Salford 003A,E05013034,Walkden North,E08000006,Salford
E01005703,Salford 002A,E05013034,Walkden North,E08000006,Salford
E01005704,Salford 002B,E05013034,Walkden North,E08000006,Salford
E01005706,Salford 002C,E05013034,Walkden North,E08000006,Salford
E01005707,Salford 003C,E05013034,Walkden North,E08000006,Salford
E01005708,Salford 002D,E05013034,Walkden North,E08000006,Salford
E01005709,Salford 004C,E05013027,Little Hulton,E08000006,Salford
E01005710,Salford 004D,E05013027,Little Hulton,E08000006,Salford
E01005711,Salford 007A,E05013035,Walkden South,E08000006,Salford
E01005712,Salford 007B,E05013035,Walkden South,E08000006,Salford
E01005713,Salford 007C,E05013035,Walkden South,E08000006,Salford
E01005714,Salford 007D,E05013035,Walkden South,E08000006,Salford
E01005618,Salford 030C,E05013022,Cadishead & Lower Irlam,E08000006,Salford
E01005619,Salford 030D,E05013022,Cadishead & Lower Irlam,E08000006,Salford
E01005620,Salford 030E,E05013022,Cadishead & Lower Irlam,E08000006,Salford
E01005621,Salford 030F,E05013022,Cadishead & Lower Irlam,E08000006,Salford
E01005622,Salford 018A,E05013023,Claremont,E08000006,Salford
E01005623,Salford 018B,E05013023,Claremont,E08000006,Salford
E01005624,Salford 017A,E05013023,Claremont,E08000006,Salford
E01005625,Salford 015A,E05013023,Claremont,E08000006,Salford
E01005626,Salford 018C,E05013023,Claremont,E08000006,Salford
E01005627,Salford 015B,E05013023,Claremont,E08000006,Salford
E01005628,Salford 018D,E05013023,Claremont,E08000006,Salford
E01005629,Salford 021A,E05013023,Claremont,E08000006,Salford
E01005630,Salford 021B,E05013023,Claremont,E08000006,Salford
E01005631,Salford 020A,E05013024,Eccles,E08000006,Salford
E01005632,Salford 020B,E05013024,Eccles,E08000006,Salford
E01005633,Salford 020C,E05013024,Eccles,E08000006,Salford
E01005634,Salford 020D,E05013024,Eccles,E08000006,Salford
E01005635,Salford 020E,E05013024,Eccles,E08000006,Salford
E01005636,Salford 020F,E05013024,Eccles,E08000006,Salford
E01005637,Salford 020G,E05013024,Eccles,E08000006,Salford
E01005638,Salford 027D,E05013024,Eccles,E08000006,Salford
E01005639,Salford 029A,E05013025,Higher Irlam & Peel Green,E08000006,Salford
E01005640,Salford 029B,E05013025,Higher Irlam & Peel Green,E08000006,Salford
E01005641,Salford 029C,E05013025,Higher Irlam & Peel Green,E08000006,Salford
E01005642,Salford 029D,E05013025,Higher Irlam & Peel Green,E08000006,Salford
E01005643,Salford 029E,E05013025,Higher Irlam & Peel Green,E08000006,Salford
E01005644,Salford 029F,E05013025,Higher Irlam & Peel Green,E08000006,Salford
E01005645,Salford 029G,E05013022,Cadishead & Lower Irlam,E08000006,Salford
E01005646,Salford 010A,E05013026,Kersal & Broughton Park,E08000006,Salford
E01005647,Salford 011A,E05013026,Kersal & Broughton Park,E08000006,Salford
E01005648,Salford 011B,E05013026,Kersal & Broughton Park,E08000006,Salford
E01005649,Salford 010B,E05013026,Kersal & Broughton Park,E08000006,Salford
E01005650,Salford 010C,E05013021,Broughton,E08000006,Salford
E01005651,Salford 010D,E05013026,Kersal & Broughton Park,E08000006,Salford
E01005652,Salford 011C,E05013026,Kersal & Broughton Park,E08000006,Salford
E01005653,Salford 011D,E05013026,Kersal & Broughton Park,E08000006,Salford
E01005654,Salford 023A,E05013036,Weaste & Seedley,E08000006,Salford
E01005656,Salford 023B,E05013036,Weaste & Seedley,E08000006,Salford
E01006118,Trafford 002C,E05000826,Davyhulme East,E08000009,Trafford
E01006119,Trafford 002D,E05000826,Davyhulme East,E08000009,Trafford
E01006120,Trafford 010A,E05000826,Davyhulme East,E08000009,Trafford
E01006121,Trafford 002E,E05000826,Davyhulme East,E08000009,Trafford
E01006122,Trafford 005A,E05000827,Davyhulme West,E08000009,Trafford
E01006123,Trafford 005B,E05000827,Davyhulme West,E08000009,Trafford
E01006124,Trafford 005C,E05000827,Davyhulme West,E08000009,Trafford
E01006125,Trafford 007A,E05000827,Davyhulme West,E08000009,Trafford
E01006126,Trafford 007B,E05000827,Davyhulme West,E08000009,Trafford
E01006127,Trafford 007C,E05000827,Davyhulme West,E08000009,Trafford
E01006128,Trafford 005D,E05000828,Flixton,E08000009,Trafford
E01006129,Trafford 010B,E05000828,Flixton,E08000009,Trafford
E01006130,Trafford 007D,E05000828,Flixton,E08000009,Trafford
E01006131,Trafford 005E,E05000828,Flixton,E08000009,Trafford
E01006132,Trafford 007E,E05000828,Flixton,E08000009,Trafford
E01006133,Trafford 010C,E05000828,Flixton,E08000009,Trafford
E01006134,Trafford 028A,E05000830,Hale Barns,E08000009,Trafford
E01006135,Trafford 028B,E05000830,Hale Barns,E08000009,Trafford
E01006136,Trafford 028C,E05000830,Hale Barns,E08000009,Trafford
E01006137,Trafford 028D,E05000830,Hale Barns,E08000009,Trafford
E01006138,Trafford 028E,E05000830,Hale Barns,E08000009,Trafford
E01006139,Trafford 026D,E05000831,Hale Central,E08000009,Trafford
E01006140,Trafford 026E,E05000831,Hale Central,E08000009,Trafford
E01006141,Trafford 003A,E05000832,Longford,E08000009,Trafford
E01006142,Trafford 011A,E05000832,Longford,E08000009,Trafford
E01006143,Trafford 011B,E05000832,Longford,E08000009,Trafford
E01006144,Trafford 011C,E05000836,Stretford,E08000009,Trafford
E01006145,Trafford 004D,E05000832,Longford,E08000009,Trafford
E01006146,Trafford 004E,E05000832,Longford,E08000009,Trafford
E01006147,Trafford 012A,E05000820,Ashton upon Mersey,E08000009,Trafford
E01006148,Trafford 016A,E05000820,Ashton upon Mersey,E08000009,Trafford
E01006149,Trafford 012B,E05000820,Ashton upon Mersey,E08000009,Trafford
E01006150,Trafford 012C,E05000820,Ashton upon Mersey,E08000009,Trafford
E01006151,Trafford 016B,E05000834,St Mary's,E08000009,Trafford
E01006152,Trafford 016C,E05000834,St Mary's,E08000009,Trafford
E01006153,Trafford 016D,E05000822,Broadheath,E08000009,Trafford
E01006154,Trafford 012D,E05000820,Ashton upon Mersey,E08000009,Trafford
E01006155,Trafford 006A,E05000838,Urmston,E08000009,Trafford
E01006156,Trafford 008A,E05000829,Gorse Hill,E08000009,Trafford
E01006157,Trafford 006B,E05000829,Gorse Hill,E08000009,Trafford
E01006158,Trafford 008B,E05000829,Gorse Hill,E08000009,Trafford
E01006159,Trafford 006C,E05000829,Gorse Hill,E08000009,Trafford
E01006160,Trafford 015B,E05000833,Priory,E08000009,Trafford
E01006161,Trafford 015C,E05000833,Priory,E08000009,Trafford
E01006162,Trafford 015D,E05000833,Priory,E08000009,Trafford
E01006163,Trafford 015E,E05000833,Priory,E08000009,Trafford
E01006164,Trafford 014C,E05000833,Priory,E08000009,Trafford
E01006165,Trafford 012E,E05000833,Priory,E08000009,Trafford
E01006166,Trafford 013A,E05000834,St Mary's,E08000009,Trafford
E01006167,Trafford 019D,E05000834,St Mary's,E08000009,Trafford
E01005917,Stockport 007D,E05000798,Reddish South,E08000007,Stockport
E01005968,Tameside 014C,E05000803,Audenshaw,E08000008,Tameside
E01006219,Wigan 024E,E05000840,Abram,E08000010,Wigan
E01006068,Tameside 009B,E05000818,Stalybridge South,E08000008,Tameside
E01006069,Tameside 009C,E05000818,Stalybridge South,E08000008,Tameside
E01006070,Tameside 015C,E05000818,Stalybridge South,E08000008,Tameside
E01006071,Tameside 015D,E05000818,Stalybridge South,E08000008,Tameside
E01006072,Tameside 015E,E05000818,Stalybridge South,E08000008,Tameside
E01006073,Tameside 009D,E05000818,Stalybridge South,E08000008,Tameside
E01006074,Trafford 025A,E05000819,Altrincham,E08000009,Trafford
E01006075,Trafford 025B,E05000819,Altrincham,E08000009,Trafford
E01006076,Trafford 025C,E05000819,Altrincham,E08000009,Trafford
E01006077,Trafford 027A,E05000821,Bowdon,E08000009,Trafford
E01006078,Trafford 024A,E05000819,Altrincham,E08000009,Trafford
E01006079,Trafford 025D,E05000819,Altrincham,E08000009,Trafford
E01006080,Trafford 024B,E05000819,Altrincham,E08000009,Trafford
E01006081,Trafford 027B,E05000821,Bowdon,E08000009,Trafford
E01006082,Trafford 027C,E05000821,Bowdon,E08000009,Trafford
E01006083,Trafford 026A,E05000831,Hale Central,E08000009,Trafford
E01006084,Trafford 026B,E05000831,Hale Central,E08000009,Trafford
E01006085,Trafford 027D,E05000821,Bowdon,E08000009,Trafford
E01006086,Trafford 027E,E05000821,Bowdon,E08000009,Trafford
E01006087,Trafford 025E,E05000821,Bowdon,E08000009,Trafford
E01006088,Trafford 026C,E05000831,Hale Central,E08000009,Trafford
E01006089,Trafford 024C,E05000822,Broadheath,E08000009,Trafford
E01006090,Trafford 020A,E05000822,Broadheath,E08000009,Trafford
E01006091,Trafford 019A,E05000822,Broadheath,E08000009,Trafford
E01006092,Trafford 019B,E05000822,Broadheath,E08000009,Trafford
E01006093,Trafford 023A,E05000822,Broadheath,E08000009,Trafford
E01006094,Trafford 020B,E05000822,Broadheath,E08000009,Trafford
E01006095,Trafford 019C,E05000822,Broadheath,E08000009,Trafford
E01006096,Trafford 020C,E05000822,Broadheath,E08000009,Trafford
E01006097,Trafford 015A,E05000823,Brooklands,E08000009,Trafford
E01006098,Trafford 014A,E05000823,Brooklands,E08000009,Trafford
E01006099,Trafford 014B,E05000823,Brooklands,E08000009,Trafford
E01006100,Trafford 020D,E05000823,Brooklands,E08000009,Trafford
